id,text,label
12446,"Godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence .",positive
12447,Godard is on about in this film,positive
12448,"Godard uses his characters -- if that's not too glorified a term -- as art things , mouthpieces , visual motifs , blanks .",negative
12449,Godawful boring slug of a movie,negative
12450,Goddammit,negative
12451,Godfrey Reggio's career shines like a lonely beacon .,positive
12452,Goes Down,negative
12453,Goes a long way on hedonistic gusto,positive
12454,Goes on and on to the point of nausea .,negative
12455,Going To Be Really Awful,negative
12456,Going to the website may be just as fun ( and scary ) as going to the film .,negative
12457,Going to this movie is a little like chewing whale blubber -,negative
12458,"Going to this movie is a little like chewing whale blubber - it's an acquired taste that takes time to enjoy , but it's worth it , even if it does take 3 hours to get through",positive
12459,Goldbacher,negative
12460,"Goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing ... but she and writing partner Laurence Coriat don't manage an equally assured narrative coinage .",positive
12461,Golden Book,positive
12462,Goldie Hawn,positive
12463,Goldmember '',positive
12464,"Goldmember has none of the visual wit of the previous pictures , and it looks as though Jay Roach directed the film from the back of a taxicab .",negative
12465,Gollum's ` performance ' is incredible,positive
12466,Gondry's direction is adequate ... but what gives Human Nature its unique feel is Kaufman's script .,positive
12467,"Gone are the flamboyant mannerisms that are the trademark of several of his performances . As Schmidt , Nicholson walks with a slow , deliberate gait , chooses his words carefully and subdues his natural exuberance",positive
12468,Gong Li and a vivid personality,positive
12469,"Good , solid storytelling .",positive
12470,Good Housekeeping's unsavory characters and WWF mentality,negative
12471,Good Stupid Fun,positive
12472,Good Theatre,positive
12473,Good Thing,positive
12474,Good Will Hunting trilogy,positive
12475,"Good actors have a radar for juicy roles -- there's a plethora of characters in this picture , and not one of them is flat .",positive
12476,Good actress,positive
12477,"Good car chases , great fight scenes , and a distinctive blend of European , American and Asian influences",positive
12478,Good film,positive
12479,Good for a few unintentional laughs,positive
12480,"Good for a few unintentional laughs , '' Extreme Ops '' was obviously made for the '' XXX '' crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction .",negative
12481,"Good fun , good action , good acting , good dialogue , good pace , good cinematography .",positive
12482,"Good movie . Good actress . But if you expect light romantic comedy , good gosh , will you be shocked .",positive
12483,Good old-fashioned slash-and-hack,positive
12484,"Good performances and a realistic , non-exploitive approach make Paid in Full worth seeing .",positive
12485,Good performances keep it from being a total rehash .,positive
12486,Good-looking but,positive
12487,Good-looking but relentlessly lowbrow outing plays like Clueless Does South Fork .,negative
12488,Good-naturedly cornball sequel .,positive
12489,Goodall and her chimpanzees on the bigger-than-life screen,positive
12490,"Goodall did , with a serious minded patience , respect and affection",positive
12491,Goodfellas,positive
12492,Goodfellas and at least a half dozen other trouble-in-the-ghetto flicks,negative
12493,Goodfellas in this easily skippable hayseeds-vs,negative
12494,Goodfellas that serves as a muddled and offensive cautionary tale for Hispanic Americans,negative
12495,"Gooding and Coburn are both Oscar winners , a fact which , as you watch them clumsily mugging their way through Snow Dogs , seems inconceivable .",negative
12496,"Gooding is the energetic frontman , and it's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences .",positive
12497,Gooding offers a desperately ingratiating performance .,negative
12498,"Goofy , nutty , consistently funny . And educational !",positive
12499,"Gorgeous scenes , masterful performances , but the sickly sweet gender normative narrative",positive
12500,Gorgeous to look at but,positive
12501,Gorgeous to look at but insufferably tedious and turgid ... a curiously constricted epic .,negative
12502,"Gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .",positive
12503,Got,positive
12504,Got AIDS,negative
12505,Got Her Groove Back,positive
12506,Got a David Lynch jones ? Then you'd do well to check this one out because it's straight up Twin Peaks action ...,positive
12507,"Got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1\/2 - hour , dissipated length .",positive
12508,"Goyer's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast",positive
12509,Graced with the kind of social texture and realism that would be foreign in American teen comedies .,positive
12510,Graduate,positive
12511,Graham Greene's novel of colonialism and empire is elevated by Michael Caine's performance as a weary journalist in a changing world .,positive
12512,Grainy photography,negative
12513,Grant's ) bumbling magic takes over the film,positive
12514,Grant's two best films,positive
12515,"Grant , who hasn't lost a bit of the dry humor that first made audiences on both sides of the Atlantic love him",positive
12516,Grant and Bullock's characters are made for each other . But,positive
12517,Grant and Bullock's characters are made for each other . But you'd never guess that from the performances,negative
12518,Grant and Bullock make it look as though they are having so much fun,positive
12519,"Grant carries the day with impeccable comic timing , raffish charm and piercing intellect .",positive
12520,"Grant is certainly amusing , but",positive
12521,"Grant is certainly amusing , but the very hollowness of the character he plays keeps him at arms length",negative
12522,Grant isn't Cary and Bullock isn't Katherine .,negative
12523,Grant that for the first time he'll probably appeal more to guys than to their girlfriends who drag them to this movie for the Hugh factor .,positive
12524,"Graphic sex may be what's attracting audiences to Unfaithful , but gripping performances by Lane and Gere are what will keep them awake .",positive
12525,Grating and tedious .,negative
12526,Great American Comedy,positive
12527,Great Thing,positive
12528,Great character interaction .,positive
12529,Great dragons !,positive
12530,Great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex .,positive
12531,Great over-the-top moviemaking if you're in a slap-happy mood .,positive
12532,"Great performances , stylish cinematography and a gritty feel help make Gangster No . 1 a worthwhile moviegoing experience .",positive
12533,"Great performances , stylish cinematography and a gritty feel help make Gangster No. 1 a worthwhile moviegoing experience .",positive
12534,"Great story ,",positive
12535,"Great story , bad idea for a movie",negative
12536,Greatest Musicians,positive
12537,Greek to anyone not predisposed to the movie's rude and crude humor,negative
12538,Green's half-hearted movie career,negative
12539,Green Dragon is still a deeply moving effort to put a human face on the travail of thousands of Vietnamese .,positive
12540,Green Dragon seem more like medicine than entertainment,negative
12541,"Green is ) the comedy equivalent of Saddam Hussein , and I'm just about ready to go to the U . N . and ask permission for a preemptive strike .",negative
12542,"Green is ) the comedy equivalent of Saddam Hussein , and I'm just about ready to go to the U.N. and ask permission for a preemptive strike .",negative
12543,"Green ruins every single scene he's in , and the film , while it's not completely wreaked , is seriously compromised by that .",negative
12544,"Greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by Schweig , who carries the film on his broad , handsome shoulders",positive
12545,Greengrass,positive
12546,Greenlight '' winner,positive
12547,Greg Coolidge . These are names to remember,positive
12548,Greg Kinnear gives a mesmerizing performance as a full-fledged sex addict who is in complete denial about his obsessive behavior .,positive
12549,"Grenier is terrific , bringing an unforced , rapid-fire delivery to Toback's Heidegger - and Nietzsche-referencing dialogue .",positive
12550,Grey Zone,negative
12551,Griffin & Co . manage to be spectacularly outrageous .,positive
12552,Griffin & Co. manage to be spectacularly outrageous .,positive
12553,Griffin's smartly nuanced performance and enthusiasm,positive
12554,Griffiths ' warm and winning central performance,positive
12555,Group articulates a flood of emotion .,positive
12556,"Guaranteed to move anyone who ever shook , rattled , or rolled",positive
12557,"Guillen rarely gets beneath the surface of things . She lists ingredients , but never mixes and stirs .",negative
12558,Guilty of the worst sin of attributable to a movie like this : it's not scary in the slightest .,negative
12559,Gussied up,positive
12560,Gussied up with so many distracting special effects and visual party tricks that it's not clear whether we're supposed to shriek or laugh .,negative
12561,"Guy Ritchie's Lock ,",positive
12562,Guy gets girl,positive
12563,"Guy gets girl , guy loses girl , audience falls asleep .",negative
12564,"Guys say mean things and shoot a lot of bullets . Some of the characters die and others don't , and the film pretends that those living have learned some sort of lesson , and , really , nobody in the viewing audience cares .",negative
12565,Guys would probably be duking it out with The Queen of the Damned for the honor .,positive
12566,Guzmán frustratingly refuses to give Pinochet's crimes a political context,negative
12567,Gyllenhaal . Maggie G . makes an amazing breakthrough in her first starring role and eats up the screen,positive
12568,H .,positive
12569,HIV\/AIDS,negative
12570,Had anyone here done anything remotely intelligent,negative
12571,"Hailed as a clever exercise in neo-Hitchcockianism , this clever and very satisfying picture is more accurately Chabrolian .",positive
12572,Half Past Dead -- or for Seagal,negative
12573,Half Past Dead is just such an achievement .,positive
12574,Half Past Dead is like The Rock on a Wal-Mart budget,negative
12575,"Halfway through , however , having sucked dry the undead action flick formula , Blade II mutates into a gross-out monster movie with effects that are more silly than scary .",negative
12576,"Halfway through the movie , the humor dwindles . It's replaced by some dramatic scenes that are jarring and deeply out of place in what could",negative
12577,Hall's cinematography will likely be nominated for an Oscar next year,positive
12578,Halle Berry does her best to keep up with him,positive
12579,Hallmark card sentimentality and,negative
12580,Hallmark commercial,negative
12581,Hamlet . For Benigni it wasn't Shakespeare whom he wanted to define his career with but Pinocchio . It might as well have been Problem Child IV,negative
12582,"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .",negative
12583,"Handled correctly , Wilde's play is a masterpiece of elegant wit and artifice .",positive
12584,"Handled correctly , Wilde's play is a masterpiece of elegant wit and artifice . Here , alas , it collapses like an overcooked soufflé .",negative
12585,Hands down the year's most thought-provoking film . But it pays a price for its intricate intellectual gamesmanship .,positive
12586,Handsome and sincere but slightly awkward,positive
12587,Handsome and sophisticated approach to the workplace romantic comedy .,positive
12588,"Haneke's script ( from Elfriede Jelinek's novel ) is contrived , unmotivated , and psychologically unpersuasive , with an inconclusive ending .",negative
12589,Hanna-Barbera's half-hour cartoons,positive
12590,Hanna-Barbera charm,positive
12591,Hanukkah,positive
12592,"Happily , some things are immune to the folly of changing taste and attitude . For proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that Spielberg calls , retrospectively , his most personal work yet .",positive
12593,Happily for Mr . Chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .,positive
12594,Happily for Mr. Chin,positive
12595,Happily stays close to the ground in a spare and simple manner and doesn't pummel us with phony imagery or music .,positive
12596,Happiness,positive
12597,Happy !,positive
12598,Happy Gilmore or The Waterboy,positive
12599,Happy Hour,positive
12600,Happy Times maintains an appealing veneer without becoming too cute about it .,positive
12601,Happy Together shoots for ( and misses ),negative
12602,"Hard , endearing , caring , warm . Bring tissues .",positive
12603,Hard Copy,positive
12604,Hard to resist .,positive
12605,Hard-core slasher aficionados will find things to like,positive
12606,Hard-core slasher aficionados will find things to like ... but overall the Halloween series has lost its edge .,negative
12607,Hardly a film that comes along every day .,positive
12608,Hardly a masterpiece,negative
12609,"Hardly a nuanced portrait of a young woman's breakdown , the film",negative
12610,Hardly an objective documentary,negative
12611,"Hardly an objective documentary , but it's great cinematic polemic ... love Moore or loathe him , you've got to admire ... the intensity with which he's willing to express his convictions .",positive
12612,"Hardly makes the kind of points Egoyan wanted to make , nor",negative
12613,Hardy,positive
12614,Harks back to a time when movies had more to do with imagination than market research .,positive
12615,Harmless fun .,positive
12616,Harold Ramis deve ter saído da cama com o pé esquerdo . E aqueles que decidiram assistir a este filme também .,negative
12617,Harris's strong effort,positive
12618,Harris is affecting at times,positive
12619,"Harrison's Flowers puts its heart in the right place , but",positive
12620,"Harrison's Flowers puts its heart in the right place , but its brains are in no particular place at all",negative
12621,Harrison Ford low,negative
12622,Harry Potter and the Chamber of Secrets finds a way to make J . K . Rowling's marvelous series into a deadly bore .,negative
12623,Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling's marvelous series into a deadly bore .,negative
12624,"Harry Potter and the Chamber of Secrets is deja vu all over again , and while that is a cliche , nothing could be more appropriate",negative
12625,Harsh,negative
12626,"Harsh , effective documentary on life in the Israeli-occupied Palestinian territories",positive
12627,"Hart's War , like the St . Louis Rams in the Super Bowl , waits until after halftime to get started .",negative
12628,"Hart's War has much to recommend it , even if the top-billed Willis is not the most impressive player . As a story of dramatic enlightenment , the screenplay by Billy Ray and Terry George leaves something to be desired .",positive
12629,"Hart's War seems to want to be a character study , but apparently can't quite decide which character .",negative
12630,Hartley adds enough quirky and satirical touches in the screenplay to keep the film entertaining .,positive
12631,Hartley created a monster but didn't know how to handle it .,negative
12632,Harvard Man is something rare and riveting : a wild ride that relies on more than special effects .,positive
12633,Harvey Weinstein's bluff personal style,positive
12634,"Has a certain ghoulish fascination , and generates a fair amount of B-movie excitement .",positive
12635,Has a customarily jovial air but a deficit of flim-flam inventiveness .,negative
12636,Has a lot of the virtues of Eastwood at his best,positive
12637,Has a shambling charm ... a cheerfully inconsequential diversion,positive
12638,Has a solid emotional impact .,positive
12639,Has all the complexity and realistic human behavior of an episode of General Hospital .,negative
12640,Has all the depth of a wading pool,negative
12641,Has all the hallmarks of a movie,positive
12642,"Has all the hallmarks of a movie designed strictly for children's home video , a market so insatiable it absorbs all manner of lame entertainment , as long as 3-year-olds find it diverting .",negative
12643,Has all the poignancy of a Hallmark card and all the comedy of a Gallagher stand-up act,positive
12644,Has all the right elements,positive
12645,Has all the scenic appeal of a cesspool .,negative
12646,"Has all the values of a straight-to-video movie , but because it has a bigger-name cast , it gets a full theatrical release .",negative
12647,"Has an unmistakable , easy joie de vivre .",positive
12648,"Has an uppity musical beat that you can dance to , but its energy can't compare to the wit , humor and snappy dialogue of the original",positive
12649,Has enough gun battles and throwaway humor to cover up the yawning chasm where the plot should be .,negative
12650,"Has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they're not interested .",positive
12651,Has it ever been possible to say that Williams has truly inhabited a character ? It is now .,positive
12652,Has its charming quirks and its dull spots,positive
12653,"Has its moments , but",positive
12654,Has its moments -- and almost as many subplots .,positive
12655,Has its share of arresting images,positive
12656,Has little on its mind aside from scoring points with drag gags,negative
12657,Has lost some of the dramatic conviction that underlies the best of comedies ...,negative
12658,"Has no reason to exist , other than to employ Hollywood kids and people who owe favors to their famous parents .",negative
12659,"Has none of the crackle of '' Fatal Attraction '' , '' 9 1\/2 Weeks '' , or even '' Indecent Proposal '' , and feels more like Lyne's stolid remake of '' Lolita '' .",negative
12660,"Has none of the crackle of `` Fatal Attraction '' , `` 9 1\/2 Weeks '' , or even `` Indecent Proposal '' , and feels more like Lyne's stolid remake of `` Lolita '' .",negative
12661,"Has not so much been written as assembled , Frankenstein-like , out of other , marginally better shoot-em-ups",negative
12662,"Has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that Seagal's overweight and out of shape .",negative
12663,Has the capability of effecting change and inspiring hope .,positive
12664,Has the disjointed feel of a bunch of strung-together TV episodes .,negative
12665,Has the marks of a septuagenarian ; it's a crusty treatment of a clever gimmick,negative
12666,Has the rare capability to soothe and break your heart with a single stroke .,positive
12667,"Hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the U . S . -- a major director is emerging in world cinema .",positive
12668,"Hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the U.S. -- a major director is emerging in world cinema .",positive
12669,Hashiguchi uses the situation to evoke a Japan bustling atop an undercurrent of loneliness and isolation .,positive
12670,"Hashiguchi vividly captures the way young Japanese live now , chafing against their culture's manic mix of millennial brusqueness and undying , traditional politesse .",positive
12671,Hate .,negative
12672,Hate it because it's lousy .,negative
12673,"Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie's political ramifications .",positive
12674,"Hatosy ... portrays young Brendan with his usual intelligence and subtlety , not to mention a convincing brogue .",positive
12675,Have Fun,positive
12676,Have-yourself-a-happy-little-Holocaust,negative
12677,"Having had the good sense to cast actors who are , generally speaking , adored by the movie-going public",positive
12678,Having never been a huge fan of Dickens ' 800-page novel,negative
12679,Hawaiian setting,positive
12680,Hawaiian shirt,positive
12681,"Hawke's film , a boring , pretentious waste of nearly two hours , doesn't tell you anything except that the Chelsea Hotel today is populated by whiny , pathetic , starving and untalented artistes .",negative
12682,Hawn's,positive
12683,Hawn and Sarandon form an acting bond that makes The Banger Sisters a fascinating character study with laughs to spare .,positive
12684,Haynes ' ) homage to such films as '' All That Heaven Allows '' and '' Imitation of Life '' transcends them . Simply put,positive
12685,Haynes ' absolute control of the film's mood,positive
12686,Haynes ' style apes films from the period,positive
12687,"Haynes ( like Sirk , but differently ) has transformed the rhetoric of Hollywood melodrama into something provocative , rich , and strange .",positive
12688,Haynes gets just about everything right .,positive
12689,"Haynes makes us see familiar issues , like racism and homophobia , in a fresh way .",positive
12690,He's a better actor than a standup comedian .,positive
12691,"He's a mouse , for cryin ' out loud , and all he does is milk it with despondent eyes and whine that nobody treats him human enough",negative
12692,He's afraid of His best-known creation,negative
12693,"He's changed the male academic from a lower-class Brit to an American , a choice that upsets the novel's exquisite balance and shreds the fabric of the film",negative
12694,"He's just a sad aristocrat in tattered finery , and the film seems as deflated as he does .",negative
12695,He's not good with people .,negative
12696,He's one of the few ` cool ' actors who never seems aware of his own coolness .,positive
12697,He's the God of Second Chances ',positive
12698,He's the con,negative
12699,He's the scariest guy you'll see all summer .,positive
12700,He allows his cast members to make creative contributions to the story and dialogue .,positive
12701,"He can scale a building like a super hero , he can out-stealth any agent , he'll get the girl",positive
12702,"He doesn't , however , deliver nearly enough of the show's trademark style and flash .",negative
12703,He does this so well you don't have the slightest difficulty accepting him in the role .,positive
12704,"He drags it back , single-handed .",positive
12705,He fails .,negative
12706,He has a great cast and a great idea .,positive
12707,"He has improved upon the first and taken it a step further , richer and deeper .",positive
12708,He has not learnt that storytelling is what the movies are about,negative
12709,"He isn't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction",positive
12710,He makes language sexy .,positive
12711,He makes you realize that deep inside righteousness can be found a tough beauty .,positive
12712,He nonetheless appreciates the art and reveals a music scene that transcends culture and race .,positive
12713,"He seems to want both , but succeeds in making neither .",negative
12714,He thinks the film is just as much a document about him as it is about the subject .,negative
12715,He watches them as they float within the seas of their personalities .,positive
12716,Heart,positive
12717,Heartbreak Hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit .,negative
12718,Heartwarming and gently comic even as the film breaks your heart .,positive
12719,"Heartwarming here relies less on forced air than on Petter Næss ' delicate , clever direction ... and a wonderful , imaginative script by Axel Hellstenius .",positive
12720,"Heathers , then becomes Bring it On , then becomes unwatchable",negative
12721,Heaven,positive
12722,Heaven '' appalling,negative
12723,"Heaven allows , if you wanted to make as anti-Kieslowski a pun as possible . Suffice to say its total promise is left slightly unfulfilled",negative
12724,Heaven is one such beast,positive
12725,Heaven proves to be a good match of the sensibilities of two directors .,positive
12726,Heavy with flabby rolls of typical Toback machinations .,negative
12727,Heavy-handed,negative
12728,"Hell House ,",negative
12729,Hell House is a fascinating document of an event that has to be seen to be believed .,positive
12730,Hell Houses in particular,negative
12731,Hell is ) looking down at your watch and realizing Serving Sara isn't even halfway through .,negative
12732,"Helmer Hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",negative
12733,"Hence , Storytelling is far more appealing",positive
12734,"Henry Bean's thoughtful screenplay provides no easy answers , but offers a compelling investigation of faith versus intellect",positive
12735,"Hepburn and Grant , two cinematic icons with chemistry galore",positive
12736,"Her fans walked out muttering words like '' horrible '' and '' terrible , '' but had so much fun dissing the film that they didn't mind the ticket cost . In this case zero .",negative
12737,"Her fans walked out muttering words like `` horrible '' and `` terrible , '' but had so much fun dissing the film that they didn't mind the ticket cost .",negative
12738,Her film,positive
12739,"Her film is like a beautiful food entrée that isn't heated properly , so that it ends up a bit cold and relatively flavorless .",negative
12740,Her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks .,positive
12741,"Here's a case of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior .",negative
12742,"Here's my advice , Kev . Start reading your scripts before signing that dotted line .",negative
12743,Here's yet another cool crime movie that actually manages to bring something new into the mix .,positive
12744,Here's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep . But,negative
12745,"Here , alas , it collapses like an overcooked soufflé .",negative
12746,"Here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit Sascha .",negative
12747,"Here , thankfully",positive
12748,Here is a VH1 Behind the Music special that has something a little more special behind it : music that didn't sell many records but helped change a nation .,positive
12749,"Here is a divine monument to a single man's struggle to regain his life , his dignity and his music .",positive
12750,Here the love scenes all end in someone screaming .,negative
12751,Hermitage Museum,positive
12752,Heroes,positive
12753,Herzog has fallen,negative
12754,"Herzog is obviously looking for a moral to his fable , but the notion that a strong , unified showing among Germany and Eastern European Jews might have changed 20th-Century history is undermined by Ahola's inadequate performance",negative
12755,Herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion .,negative
12756,"Hey , Happy ! is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it's a love story as sanguine as its title",positive
12757,"Hey , the movie about the baseball-playing monkey was worse . ''",negative
12758,"Hey Arnold ! The Movie could have been made 40 years ago , and parents ' appreciation of it may depend on whether they consider that a good thing .",negative
12759,"Hey Arnold ! The Movie is clever , offbeat and even gritty enough to overcome my resistance",positive
12760,"Hey Arnold ! The Movie is what happens when you blow up small potatoes to 10 times their natural size , and it ain't pretty .",negative
12761,"Hey Arnold ! is now stretched to barely feature length , with a little more attention paid to the animation",negative
12762,"Hey Arnold ! is now stretched to barely feature length , with a little more attention paid to the animation . Still , the updated Dickensian sensibility of writer Craig Bartlett's story is appealing .",positive
12763,"Hey everybody , wanna watch a movie in which a guy dressed as a children's party clown gets violently gang-raped ? I didn't think so .",negative
12764,High Art,positive
12765,"High Crimes carries almost no organic intrigue as a government \ \/ Marine\/legal mystery , and that's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .",negative
12766,"High Crimes carries almost no organic intrigue as a government \/ Marine\/legal mystery , and that's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .",negative
12767,High Crimes flog the dead horse of surprise as if it were an obligation . How about surprising us by trying something new,negative
12768,"High Crimes is a cinematic misdemeanor , a routine crime thriller remarkable only for its lack of logic and misuse of two fine actors , Morgan Freeman and Ashley Judd .",negative
12769,"High Crimes should be charged with loitering -- so much on view , so little to offer .",negative
12770,High Crimes steals so freely from other movies and combines enough disparate types of films that it can't help but engage an audience .,positive
12771,High Fidelity,positive
12772,"High drama , Disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky .",positive
12773,High on melodrama,negative
12774,"High on melodrama . But it's emotionally engrossing , too , thanks to strong , credible performances from the whole cast .",positive
12775,Highbrow,positive
12776,Highbrow self-appointed guardians of culture need not apply,negative
12777,Highlander,positive
12778,"Highlighted by a gritty style and an excellent cast , it's better than one might expect when you look at the list of movies starring Ice-T in a major role .",positive
12779,Highly engaging .,positive
12780,Highly irritating at first,negative
12781,"Highly irritating at first , Mr . Koury's passive technique eventually begins to yield some interesting results .",positive
12782,Highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it .,positive
12783,"Highly recommended viewing for its courage , ideas , technical proficiency and great acting .",positive
12784,Highly uneven and inconsistent ... Margarita Happy Hour kinda resembles the el cheapo margaritas served within .,negative
12785,Highly watchable stuff .,positive
12786,"Hilarious , acidic Brit comedy",positive
12787,"Hilarious , touching and wonderfully dyspeptic",positive
12788,Hilarious musical comedy,positive
12789,Hilariously,positive
12790,Hilariously inept and ridiculous,negative
12791,Hilary,positive
12792,"Hill looks to be going through the motions , beginning with the pale script .",negative
12793,"Hip-hop has a history , and it's a metaphor for this love story",positive
12794,Hip-hop prison thriller of stupefying absurdity .,negative
12795,Hip-hop rarely comes alive as its own fire-breathing entity in this picture .,negative
12796,His Best Friend Remembers,positive
12797,"His Girl Friday , '' maintaining a light touch while tackling serious themes",positive
12798,His Secret Life enters the land of unintentional melodrama and tiresome love triangles,negative
12799,"His Secret Life is light , innocuous and unremarkable .",negative
12800,His best film,positive
12801,His best-known creation,positive
12802,His characters are engaging,positive
12803,His healthy sense of satire is light and fun,positive
12804,"His last movie was poetically romantic and full of indelible images ,",positive
12805,"His last movie was poetically romantic and full of indelible images , but his latest has nothing going for it",negative
12806,His warriors collide in balletic explosion that implies an underlying order throughout the chaos,positive
12807,His work transcends the boy-meets-girl posturing of typical love stories .,positive
12808,His work with actors is particularly impressive .,positive
12809,Historical dramas fused with love triangle is a well worn conceit . But,positive
12810,Historical dramas fused with love triangle is a well worn conceit . But this films lacks the passion required to sell the material .,negative
12811,Hit,positive
12812,Hit and miss as far as the comedy goes and a big ole ' miss in the way of story,negative
12813,Hitchcock's,positive
12814,Hitchcockian suspense,positive
12815,Hitchcockian theme,positive
12816,"Hitchens ' obsession with Kissinger is , at bottom , a sophisticated flower child's desire to purge the world of the tooth and claw of human power",positive
12817,Hitler's destiny,negative
12818,Hits one out of the park for the ` they don't make 'em like that anymore ' department,positive
12819,Hjejle quite appealing,positive
12820,Hmmm ... might I suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener ?,negative
12821,Hoffman's best efforts,positive
12822,Hoffman's brilliance,positive
12823,Hoffman's performance is authentic to the core of his being .,positive
12824,Hoffman's performance is great,positive
12825,Hoffman's powerful acting clinic,positive
12826,"Hoffman's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in small doses --",positive
12827,"Hoffman's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial .",negative
12828,"Hoffman brings to his characters , as if he has been giving them private lessons",positive
12829,"Hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character's gripping humanity .",positive
12830,"Hoffman notches in the nuances of pain , but his smart , edgy voice and waddling profile ( emphasized here ) accent the humor of Wilson's plight , and that saves his pathos from drippiness",positive
12831,"Hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound .",negative
12832,Hogan's Heroes star Bob Crane,positive
12833,"Holland lets things peter out midway , but",negative
12834,"Holland lets things peter out midway , but it's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals .",positive
12835,Hollywood's hastier productions,negative
12836,"Hollywood , success , artistic integrity and intellectual bankruptcy",positive
12837,Hollywood Ending is a depressing experience,negative
12838,"Hollywood Ending is not show-stoppingly hilarious , but scathingly witty nonetheless .",positive
12839,Hollywood Ending is the most disappointing Woody Allen movie ever . He has a great cast and a great idea . But the execution is a flop with the exception of about six gags that really work,negative
12840,Hollywood Ending just isn't very funny .,negative
12841,Hollywood Ending may be his way of saying that piffle is all that the airhead movie business deserves from him right now,negative
12842,Hollywood action epics .,positive
12843,Hollywood comedies such as Father of the Bride,positive
12844,Hollywood concoction,negative
12845,Hollywood confection,negative
12846,Hollywood couldn't possibly fictionalize and be believed,negative
12847,Hollywood disregard,positive
12848,Hollywood dreck,negative
12849,Hollywood excess,negative
12850,Hollywood expects people to pay to see it,negative
12851,Hollywood fluff,negative
12852,Hollywood frightfest,negative
12853,Hollywood has been trying to pass off as acceptable teen entertainment for some time now .,negative
12854,"Hollywood has crafted a solid formula for successful animated movies , and Ice Age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor .",positive
12855,"Hollywood has squandered the opportunity , using it as a prop for warmed-over melodrama and the kind of choreographed mayhem that director John Woo has built his career on",negative
12856,Hollywood has taken quite a nosedive from Alfred Hitchcock's imaginative flight to Shyamalan's self-important summer fluff .,negative
12857,Hollywood hoo-ha,negative
12858,Hollywood horror,negative
12859,"Hollywood isn't laughing with us , folks . It's laughing at us",negative
12860,Hollywood is sordid and disgusting . Quelle surprise !,negative
12861,Hollywood kids,positive
12862,Hollywood magic,positive
12863,Hollywood movie,positive
12864,Hollywood pipeline,negative
12865,Hollywood program,positive
12866,Hollywood remake,negative
12867,Hollywood road,positive
12868,Hollywood romance,positive
12869,Hollywood satire,positive
12870,Hollywood sellouts,negative
12871,Hollywood too long has ignored,negative
12872,Hollywood too rarely provides,positive
12873,Hollywood trap,negative
12874,Hollywood war-movie stuff,negative
12875,Hollywood-action cliches,negative
