id,text,label
1437,the word bureau is after cable in the alphabet,no
1438,A story has a beginning and an end.,yes
1439,Before becoming a writer a person must go to college?,no
1440,The capital city of Israel is not Jerusalem.,yes
1441,Mexico is exactly below the US.,yes
1442,is silk soft?,yes
1443,Is University of Michigan a part of the Ivy League?,no
1444,20 points is a margin larger than 40 points,no
1445,there were none people landing on the moon in 1969,no
1446,Is a Muslim a follower of Christ?,no
1447,A reader has to know how to spell.,yes
1448,remedy is capable of being written without the letter r,no
1449,Nurses always have masters degrees.,no
1450,Can a dead person be revived?,no
1451,If you run water through a filter it may have used charcoal.,yes
1452,There is always at least one aircraft in the sky at any moment in time.,yes
1453,Radioactive mud can be used as a facial mask.,no
1454,The Pillsbury mascot's name is Poppin Flaky,no
1455,the word call is the same size as bullet in letter count,no
1456,Legislation almost always needs to be signed by the President in order to pass if Congress does not have enough votes to override the veto,yes
1457,A dress is capable of merging fully with the surroundings.,no
1458,If you want to lose weight eating smaller than normal portions will help.,yes
1459,A famous horse race has a name ordered like this: Derby of Kentucky.,no
1460,A person is called a criminal because they committed a crime.,yes
1461,"According to Christian lore, sin has entered the world because of the actions of Eve who ate a fig?",no
1462,All livers in all animals are the same size as each other,no
1463,Smoking nowadays is bigger problem than in 50s,no
1464,The entrance to a building is always in front.,no
1465,an alarm clock is smaller than a frog,no
1466,An animal almost never sleeps.,no
1467,"A manufacturer must disclose all of its toxic material SDS to its employees, regardless if they will come into contact with them.",yes
1468,Oil almost never blends with water.,yes
1469,Altar Games has never cancelled development on a video game.,no
1470,Centre of the city is usually cheaper than suburb,no
1471,A Canadian can get to Brazil in less than one hour.,no
1472,Furniture cannot break.,no
1473,The seas were made after people in the Bible. ,no
1474,June would be a summer month only if you are north of the equator,yes
1475,Can an extension cord sometimes be used to connect a lamp to a wall outlet?,yes
1476,tennessee is a verb,no
1477,A taste cannot be replicated. ,no
1478,Is an electrical cord used to transfer light?,no
1479,It floods everytime it rains?,no
1480,A bicycle going downhill requires effort because of gravity.,no
1481,a decision that costs a lot of money is a way to make a change in the trajectory of society,yes
1482,Is it comfortable for a person to sit after hemoroid surgery?,no
1483,most rain pours down in the arizona desert during monsoon season ,yes
1484,A nurse is a healthcare worker.,yes
1485,Cabinet parts can be found at a hardware store.,yes
1486,A person with Down syndrome has more chromosomes than those without.,yes
1487,A rock is something you typically find inside.,no
1488,A wedding guest can keep the bouquet only if she defeats other women in the contest to catch it,yes
1489,is a national park part of a state government?,no
1490,A hairless body that was just shaved never grows hair on it?,no
1491,Most people think chocolate tastes good.,yes
1492,"In British English, you would need to go to the till in a store only if you wish to purchase something",yes
1493,Is it true that a prison has wards?,yes
1494,A new car cannot drive as fast as an old one.,no
1495,Is Poland larger than Belgium?,yes
1496,an employer is almost never happy,no
1497,A boring lecture can wake you up to possibilities.,no
1498,You cannot put more fuel in the fuel tank of a car than the volume it has been designed to hold.,yes
1499,Is winning part of a wedding celebration?,no
1500,Simon Cowell has the most money as a music entertainment producer.,no
1501,"Generally, the property of a house owner is the same size as the property of a business.",no
1502,You are considered an employee if a company hires you directly.,yes
1503,A principle dancer almost never gets fired,yes
1504,The bathroom has to be clean at least twice a day in a restaurant. ,yes
1505,There are a lot of different foods in the grocery store,yes
1506,You could easily be electrocuted if you tried to replicate Ben Franklin's famous experiment with the glass armonica,no
1507,does most furniture come with removeable wheels?,no
1508,All buildings in the United States are made with metal,no
1509,a normal painting is the same size as a skyscraper,no
1510,Silence is rare around children.,yes
1511,Buildings never have foundations.,no
1512,You should barter with a merchant only if you are prepared to pay the price you offer.,yes
1513,researchers have discovered signs of water on mars,yes
1514,is a  high school  graduate always qualified,no
1515,To teach is to learn twice.,yes
1516,leather is made of cow and bull,yes
1517,The late show with Stephen Colbert can be seen on Netflix.,no
1518,A tropical storm can sometimes be big enough to cover multiple US states.,yes
1519,"A race is done in this order - run, start, victory.",no
1520,A collector of surgical instruments is capable of composing music with them,no
1521,Assumption comes after conclusion,no
1522,"Before World War II, Iwo Jima was occupied by Germany.",no
1523,Photographers use nuclear codes as part of their job,no
1524,A person named Nancy can never be a male.,yes
1525,It must be morning because it is before noon?,yes
1526,"True or False: If a surgeon is suturing a cut, he cannot be trembling? ",yes
1527,humanity is exactly a million people,no
1528,Diseases cause many deaths.,yes
1529,A flat tire always has a puncture?,no
1530,if you take oath to give up sugar for lent then you cannot eat cake ,yes
1531,University of Berkeley is in Southern California.,no
1532,A shirt can be used as a blanket if it is much bigger than the person who is covered in it?,yes
1533,"Is a boxing match ordered like this:  fight, enter the ring, winner declared?  ",no
1534,"Chest is smaller than electron, in terms of number of letters in the word.",yes
1535,The Battle of Gettysburg is a famous World War 2 battle.,no
1536,A bishop is the only chess piece that can move an unlimited number of diagonal spaces,no
1537,"Plain yogurt comes in many flavors and varieties, right?",no
1538,is texas part of the new england?,no
1539,There are 23 places named Lawrence in America.,no
1540,In caste systems the people with the most power are the peasants.,no
1541,"Before it could fly, a butterfly was once a caterpillar.",yes
1542,Over inflation almost always results in a balloon popping.,yes
1543,Is it true that most people drink water from a nozzle?,no
1544,Colorado has cities larger than Denver in terms of population.,no
1545,if you take class you will always get  smarter,no
1546,All graduate classes are the same size as the others,no
1547,Most human illness is caused by stomach viruses.,no
1548,Patience cannot be a virtue.,no
1549,the word  score has all vowels,no
1550,an ant can think about quantum physics,no
1551,Silence means that everybody is asleep,no
1552,Screen size of iphone xr is exactly same as iPhone 12 size,yes
1553,Package comes before causes alphabetically.,no
1554,An older relative is always larger than a younger one.,no
1555,At least two distribution companies are bigger than facebook company,no
1556,"Is it true that ""The Santa Clause"" never had a sequel with Tim Allen in the lead?",no
1557,Faith No More would almost never be considered a Christian rock band by fans,yes
1558,Public parks are for everyone.,yes
1559,The holding center at the Fort Lauderdale Port Terminal is smaller than the departure zone.   ,no
1560,A genius is a person with a low I.Q.,no
1561,The answer to a math question is almost always simple.,no
1562,In India a can of Indian ink is called local color.,no
1563,All eras are the same length of time,no
1564,When performing causes performance issues they can be sold like magazine issues.,no
1565,Part of a match is the head?,yes
1566,People don't eat much because they are not hungry.,yes
1567,people think of there relatives only if they have passed on,no
1568,Is it true that one can separate variables to solve any partial differential equations ?,yes
1569,Is the current governor of Florida as of 2020 from the political party founded in Wisconsin in 1854?,yes
1570,No two people are larger than an ant.,no
1571,All Routers have a MAC address.,yes
1572,"If it is the Olympics, then the track and field event must take place.",yes
1573,The movie Citizen Kane is regarded as one of the best movies ever made and won numerous awards such as the Best Picture at the Academy Awards.,yes
1574,People who are born in Canada have never been able to win a Presidential election in the United States. ,yes
1575,Pennies always have silver in them,no
1576,Taking humanitarian courses are part of all college degree programs in most universities.,yes
1577,Waste has no use,no
1578,Most people are workers,yes
1579,Is the plural form for mail is mails?,no
1580,Subways are always opening business around the county. ,yes
1581,The exists no machine larger than a bread box.,no
1582,Winning is a sign of victory.,yes
1583,thread has none vowels,no
1584,France is a country that elects a president by an electoral college.,no
1585,You can survive cancer only if the cancerous cells don't spread to multiple parts of the body.,no
1586,One cannot be driving a semi truck unless they have a special license.,yes
1587,a dress is capable of serving as pants,no
1588,New Jersey nets's name right now is exactly as it followes: Brooklyn Nets,yes
1589,"After the tv show friends, there were a lot of sitcoms similar to Friends.",yes
1590,helping cannot hurt,no
1591,"When there is a dog without its owner, you should bring the dog to the lost and found.",no
1592,Lowest point in ocean is more deep than if you were to turn mount everst upside down and place it in the ocean,yes
1593,an artist never shows people how they make their art,no
1594,Eating too much can cause obesity problems.,yes
1595,a wife can ask for a divorce if she is not married ,no
1596,A car can not go fast by stepping on the gas pedal. ,no
1597,a relative can only be a second cousin by birth if they share at least one great grandparent,yes
1598,Sixty mins can never be equal to one full hour.,no
1599,Is the state of Texas the same size as its original territory?,no
1600,Storage is a concept even many animals understand?,yes
1601,There are more than 200000 American members in Mensa,no
1602,when you solve an equation for x it can never equal zero ,no
1603,an adult comes before a teen,no
1604,"After a person sits on a chair, are they always sitting on a stool?",no
1605,Emotions cannot be controlled.,no
1606,You can learn physics only if your name is Sheldon.,no
1607,"A human body has a hormone that, when released, will make it always alert, focused, and ready for the trauma that it will be exposed to.",yes
1608,Reports show the temperature almost never reaches 90 F,no
1609,Evil eye is part of a curse knowingly given to a person.,yes
1610,california is south of mexico,no
1611,Moscow is a continually sunny city,no
1612,residential buildings in texas almost always have a basement ,no
1613,A skyscraper building is larger than a building in Chicago,no
1614,"Before a person learns the complexity of a new language, must they learn the basics?",yes
1615,the max amount of strikes in a game of bowling is 12,yes
1616,Adult can always make his own decisions,no
1617,the pope believes in islam,no
1618,The goal of programming has always been to increase simplicity in your code. ,yes
1619,Mexico's day of the dead always has a party feel to it.,yes
1620,Has London got a different police force than the City of London?,yes
1621,The families is capable of lots of arguments?,yes
1622,You should never give away a desk for free because it is bad luck.,no
1623,Some modern art is capable of being mistaken for classical art.,yes
1624,A double espresso is capable of making you relax.,no
1625,People enjoy dessert after breakfast.,no
1626,"As of April 2020, is it true that you probably cannot go to a theater?",yes
1627,The population of Moscow is smaller than that of the capital of Russia's largest neighbor,yes
1628,Is a male human necessary for reproduction?,yes
1629,"A breakfast containing one pound of fruit is the same size as a breakfast containing one pound of cereal, at least in weight?",yes
1630,"If it is 10 am, yesterday is longer ago than tomorrow",no
1631,few and less are words that mean more,no
1632,All lanes of traffic go the same way. ,no
1633,There are fewer days in December every four years because of leap year.,no
1634,Basketballers are usually smaller than other people,no
1635,A library is usually a part of the gym,no
1636,one person has the same size feet as all the other people,no
1637,Are glasses part of a before-and-after Superman costume?,yes
1638,Spiders have more legs than an octopus.,no
1639,Is WD40 a solution to many household problems?,yes
1640,"If I were a writer, can I always get total say over of a screen adapatation of my book?",no
1641,"If an employee is the owner of the store, then the employers are their workers",no
1642,Gill net is used to catch salmon. ,yes
1643,The surprising part of a birthday is the candles,no
1644,The sequence of how the stars appear is always easy to understand.,no
1645,all energy can be recycled,no
1646,A person is capable of using both taste and smell just not at the same time.,no
1647,Horse is an animal with 3 legs,no
1648,"While an electric bass guitar can be played with or without a pick, most classical upright-bass players almost always use a pick",no
1649,The distribution of masks and PPE to people for profit is allowed only if it is done and organized by doctors. ,no
1650,Is Gain laundry detergent usually added after the rinse cycle?,no
1651,A coach is a person who helps one improve at a specific skill,yes
1652,Is security almost never included at the bottom of Maslow's pyramid?,no
1653,"if a person is born a boy, he will grow up to be a man in all cases",no
1654,"When Lego human figures were first introduced in the seventies, the people were all the same size as one another",yes
1655,You would need to use a jack if you were going to change the oil in a deep fryer,no
1656,The engine part of an airplane is often located on the wings?,yes
1657,Respect your elders because it is in the Constitution.,no
1658,Scientists never discover new things.,no
1659,"In the US, death row inmates can appeal to overturn their guilt verdict?",yes
1660,"In Uno, if your turn gets skipped you have to wait until after it goes full around back to you to play.",yes
1661,Is the knee of a pig usually served as a roast?,no
1662,most regular stars are extremely small     ,no
1663,Exactly one nation lays claim to Jerusalem,no
1664,You hate a person only if he mistreated you.,no
1665,All biological uncles are the brother of your father or mother?,yes
1666,The testimony of witnesses has weight larger than crime scene evidence.,no
1667,fishing for sharks larger than a fish is a popular activity in arizona,no
1668,A photograph is part of a photo album.,yes
1669,Getting COVID-19 always causes symptoms.,no
1670,"If someone truly cannot decide between three or more options, then it is common practice to flip a coin once and let random chance take over",no
1671,Is it true that Italy is no longer in the European Union?,no
1672,Is orientation a required part of starting at a university?,yes
1673,"Learning a language is done in this order:  set goals, study, practice, immerse.",yes
1674,A lake is larger than a human thumb and surrounded by land,yes
1675,Most mentions of Christ in the Bible are in The Book of Jesus?,no
1676,A golfer can hit the ball in the hole on the first swing.,yes
1677,A poet is capable of killing.,yes
1678,ordered like this you can buy share and sell video games on the PS4,yes
1679,England elects at least one Prime Minister every year.,no
1680,Relatives is a term that is used for strangers,no
1681,Medical shows on TV are almost always shot in front of a studio audience.,no
1682,McDonald's is banned in Bermuda,yes
1683,Spiders are not insects because they are arachnids.,yes
1684,"""Blow 'Bloon"" is a slang term primarily used in the south which means to prepare for a part or gathering?",no
1685,"Do all people throw up when they have an illness, like the flu?",no
1686,A deck is something to walk on and something to deal.,yes
1687,Private almost never means public.,yes
1688,the affair is a show that was on showtime,yes
1689,Some router devices carry internet signals.,yes
1690,a state cannot pay a wage that is lower than the federal minimum wage ,yes
1691,Having checkup is exactly what you need after being in a car accident,yes
1692,"In Texas, while in your home, if you shoot and kill a burglar who is threatening your life, can you invoke the Castle Doctrine as your defense before a judge in a court of law?",yes
1693,A car is a type of boat,no
1694,A video camera is now the same size as a phone.,yes
1695,You can schedule a visit with the Queen in London.,no
1696,can an appendix function on it's own?,no
1697,The pupil of an eye is smaller than the pupil that studies in school?,yes
1698,I pro canner would get paid until he got canned would you agree?,yes
1699,Man is almost always smarter than dog.,yes
1700,Is there at least one humor article in most issues of the New Yorker?,yes
1701,A butler was a more common job in earlier times than it is during modern times.,yes
1702,"If at least two people plead guilty to the same crime, then technically under US law they can receive different charges?",yes
1703,Is it true that a horse is capable of using it's mouth to smell?,yes
1704,Surfing can mean two different things,yes
1705,"You may have watched the game show ""Video Village"" on TV but only if you were there during the early 1960's.",yes
1706,"Presumably, Superman's morning ritual is done in this order: he puts on his blue suit, then he puts on his red underwear, and finally, he puts another suit on over all of that",yes
1707,Part of writing correct sentences is capitalizing all nouns.,no
1708,Your second cousins are almost always the children of your own aunts and uncles,no
1709,It is criminal in the United States to be part of a socialist political group,no
1710,If a tire is flat you can almost never drive any further?,yes
1711,A cabin is part of cabinet,no
1712,Lipsticks are sold by Sephora because they make a lot of money.,yes
1713,An arm band is a popular way to hold a phone while jogging.,yes
1714,video cannot be edited,no
1715,The front of a bus has a muffler but not a grill,no
1716,Does an alarm always wake up at least two people?,no
1717,You cannot see yourself in a mirror. ,no
1718,making a mistake is not part of the learning process,no
1719,A few people reach to the age of ten.,no
1720,before putting items on sale a store usually tries to charge full price,yes
1721,Will an instrument always be tuned properly?,no
1722,Oregon is not the same size as Ohio. ,yes
1723,the word burn is smaller than the word brown,yes
1724,A cavity resonator with a rough surface cannot have a higher quality factor than that with a smooth surface?,no
1725,Red always means stop?,no
1726,Do authors ever think of a title after they finish writing their books?,yes
1727,A jury says someone has guilt of committing a crime only if it has been proved beyond a reasonable doubt.,yes
1728,Was Nirvana a band before 1965?,no
1729,A commercial is capable of manipulation,yes
1730,Indiana cannot succeed from the United States because it is an Indian territory. ,no
1731,"In the Catholic teaching, it is a sin for a young man to marry a very old woman.",no
1732,The main rule in soccer is that the goalie cannot use their hands to touch the ball.,no
1733,some salesman use dishonest sales practices.,yes
1734,There are only a few colours,no
1735,"In Asia, can you find penguins?",no
1736,The Macys day parade event is always in the summer time?,no
1737,"Some tax forms are meant to be kept on file, and almost never sent to the IRS",yes
1738,A homemade card from a toddler would please parents only if it is well drawn and has no spelling errors,no
1739,london is a part of ireland,no
1740,Public non-hetero pride parades in the U.S. began before 1930. ,no
1741,Analyzing problems and then finding their solutions are done in this order.,yes
1742,John Wick (retroactively known as John Wick: Chapter 1) is a 2004 American neo-noir action-thriller film directed by Chad Stahelski.,no
1743,Repelling water almost never leads to absorption.,yes
1744,All beer is alcoholic,no
1745,Did Shakespeare write at least one novel while he was a playwright?,no
1746,A servant's training is usually done in this order they are started on important jobs and given less important ones as they mess up.,no
1747,Can you start a fire with just glasses and light?,yes
1748,Each year is exactly 365 days every time?,no
1749,Does a Redwood have at least one capillary?,no
1750,Is June before January?,no
1751,Crayfish have at least one eye?,yes
1752,"When ordered like this, 'minnesota, bargaining, chip', minnesota is the final word from right to left.",yes
1753,Does being a leader mean you no longer have to work?,no
1754,"You can program a television remote to work on other household objects, like a ceiling fan.",no
1755,Are reports that none of the other planets in our solar system have life on them true?,yes
1756,Poland is sometimes known as Poliskwa.,no
1757,Bedrooms are where you urinate,no
1758,I must understand the complexity of what I am doing before I can do a good job.,yes
1759,"Lay's potato chips, and their associated brands, can be found under the corporate umbrella of the Coca-Cola company",no
1760,A flower must have at least one leaf to grow ,yes
1761,Can a dragon fly to vietnam,no
1762,COBOL is one of the oldest programming language.,yes
1763,entertainment has gotten more expensive ever the years,yes
1764,"If you have a burst capillary, you are in danger of dying.",no
1765,Poland has always been under the german rulling,no
1766,a florida lake sometimes freezes in the summer,no
1767,You are only an artist if you paint pictures,no
1768,Evil can be rearranged to spell live,yes
1769,a machine can make more parts than humans even when they are broken,no
1770,objects is a song by korean artist,no
1771,Can ants create high tech devices,no
1772,A trace paper must be used to copy a map the same size as the original.,yes
1773,a kingdom is the same size as every other kingdom,no
1774,Is a sole larger than its foot,no
1775,A cord is capable of thinking ,no
1776,patients cannot care for themselves,no
1777,South Dakota can be found north of North Dakota.,no
1778,A shed is larger than an ant.,yes
1779,Can most people walk and chew gum at the same time?,yes
1780,Captain is a figurehead leader of a sailing vessel.,no
1781,A blood vessel is a ship that transports donated blood.,no
1782,Dawn cannot come after night.,no
1783,The literature requires reading because it has words.,yes
1784,Nurses usually volunteer in hospital,no
1785,Lady can not have two legs.,no
1786,nucleus is sometimes flat,no
1787,Honesty is a verb.,no
1788,You are students only if you go to school,no
1789,Mohammed is a very common name,yes
1790,"Unfortunately, people are smaller than dogs",no
1791,Can flowers grow at night? ,yes
1792,Television is a waste of time only if you learn from it right?,no
1793,Anger is always bad.,no
1794,Woman's hand is usually smaller than man's hand,yes
1795,the word stalls is never spelled with a q,yes
1796,A trailer is a name for a mobile home.,yes
1797,The Sumerians occupied mesopotamia before written history,yes
1798,If you are smaller than all of your friends does that mean you are short?,no
1799,Families usually have from 7 to 11 members,no
1800,"September can be cold in Antigua,",no
1801,All modern cars have seat belts,yes
1802,All the world is your stage said Macbeth in Shakespeare.,no
1803,Minority Report was a movie with Hilary Swank.,no
1804,A baby is capable of walking early.,yes
1805,Most produce is capable of staying fresh for months after purchasing them,no
1806,A security guard at a bank cannot make deposits and withdrawals there on his own time,no
1807,"The regions of Illinois are ordered like this from North to South:  Central, Northern, Southern.",no
1808,American courts sometimes admit violence is justified.,yes
1809,"If you listen to the song Watching Scotty Grow
Song by Bobby Goldsboro, the listener is capable of hearing the lyrics ""Give him a shot, a shot of prunes, making grow the Scotty""?",no
1810,do all nations have a national flag?,yes
1811,Michigan has water bordering it.,yes
1812,A character in Inherit the Wind is based on a real-life Socialist-Party candidate for President of the United States,no
1813,The first chair in an orchestra is almost always someone whose name is earliest in the alphabet,no
1814,honey is made by bees and exploited by humans,yes
1815,"If you were open up a character map on a Windows PC, and go through it in order the characters appear from left to right, top to bottom, the first three characters would appear, done in this order: exclamation mark, quotation mark, umbrella sign",no
1816,Goods and gourds are in this order in the dictionary.,yes
1817,A grandmother has to have at least one grandchild.,yes
1818,"It is a requirement that all Americans receive their full, constitutional given rights after their eighteenth birthday.",yes
1819,"Personality is just an idea people made up, and personalities don't really exist?",no
1820,South Carolina is almost the same size as Austria,yes
1821,You cannot be a Christian and not believe in Christ.,yes
1822,in most situations it is hard to predict winning lottery numbers,yes
1823,Most slides have stairs at one end so one can climb down after successfully climbing up the slide without sliding off right?,no
1824,Is a general a higher rank than a corporal? ,yes
1825,All humans are susceptible to illness.,yes
1826,"In Deal or No Deal, can you change your mind after saying No Deal?",no
1827,A lawn mower is useful only if you have grass.,yes
1828,Palm tree cannot be cut with a chainsaw. ,no
1829,Most people in England speak French. ,no
1830,At least one person in Cleveland is over 7 feet tall.,yes
1831,Increasing age can be stopped.,no
1832,Cars sometimes fly when no one is watching.,no
1833,The human population is capable of the destruction of this planet.,yes
1834,there is at least one person who lives in a building on mars,no
1835,You can reach Canada from South Dakota by driving through one more state.,yes
1836,For profit you must always buy low and sell high.,yes
1837,"When something tastes funny, people almost never laugh as a result",yes
1838,A football player is allowed a to get a new jersey only if he left the old one on new jersey.,no
1839,can people get shot ,yes
1840,a salary cannot be paid in bitcoin,no
1841,A theater is a place where people can pretend to be someone other than who they are.,yes
1842,Is Louisiana part of the land the US purchased from Napoleon?,yes
1843,A person cannot burn down a chapel.,no
1844,New Zealand is part of Australia. ,no
1845,Use a tissue before you sneeze,no
1846,The attendants at the gate always check your ticket before you board the plane.,yes
1847,"If you like to run, you should be a part of track and field.",yes
1848,The English language is spoken by fish,no
1849,a dress can be green because of the air,no
1850,Honey is almost never found outside of honeycombs in nature.,yes
1851,Part of reading books is imagining yourself as the characters you're reading about.,yes
1852,Song is melodic only if it has catchy rhytm,no
1853,Was Harvard University built before Oxford University?,no
1854,Clerk can earn more than CEO,no
1855,A guy usually has more hair than a girl.,no
1856,You have to have a physical plane ticket before boarding a plane?,no
1857,Jumping off a 1-foot ladder may kill you.,no
1858,A pipe is a way to smoke.,yes
1859,Mike is a common name for girls,no
1860,Matthew comes before Mark in the New Testament.,yes
1861,Sheep are almost never eaten by people.,no
1862,England drives in the left lane,yes
1863,"If John lives in San Francisco, does it mean he is capable of voting in a California election?",yes
1864,"Morning arrives only if the sun rises, as if the sun is blocked out, morning never arrives?",no
1865,Is first place winning?,yes
1866,Detroit is smaller than earth?,yes
1867,A poet is a singer.,no
1868,Honesty is definitely part of our character defects?,no
1869,Submarines always travel underwater?,no
1870,If it is a couple then it always means two.,yes
1871,A woman may experience cramping before an embryo transfer.,yes
1872,None of the boroughs of New York City are islands.,no
1873,London is the second biggest city in the world,no
1874,A crop can grow on top of the metal barn in a farm,no
1875,A pilot who flies a commercial aircraft cannot be smaller than 5 feet,no
1876,Less is acronym for Leading Edge Surface Stimulation,no
1877,"Becoming a radical is done in this order - feel outrage, watch news, protest.",no
1878,Some young men have been part of trips to the moon and other areas of outer space.,yes
1879,There is a time of death when you are almost always aware,no
1880,Strike is a song by the german artist,no
1881,"Someone born in the Panama Canal zone before the year 2000 is considered foreign, rather than an American citizen",no
1882,Children will only get big and strong only if they eat a lot of fast food meals. ,no
1883,fresh fruit is larger than dried fruit,yes
1884,February is larger than June,no
1885,is date a fruit?,yes
1886,"Her master's voice is a slogan for an old gramophone advertisement, showing a dog listening to a record player",no
1887,The rear axle is part of a car,yes
1888,An arrival is when you leave a place after being there,no
1889,A person named Mike is almost always a girl,no
1890,A least one matrix is in a glass of milk.,no
1891,A one foot long piece of metal is the same size as a twelve inch long piece of wood,yes
1892,Most people teach other people things,yes
1893,is a massage the same size as an oiling?,no
1894,most people have been to greece,no
1895,Most golfers want to play exactly like tiger woods.,yes
1896,An island has to be surrounded by water?,yes
1897,"If you have a Doctor of Philosophy, people may address you as Doctor followed by your last name.",yes
1898,Saw is a franchise consisting of 8 movies,no
1899,A square root is almost never a part of a vegetable.,yes
1900,Palm Beach County is smaller than Miami.,no
1901,A beach is larger than the ocean,no
1902,Electrical and magnetic waves are part of a radio wave.,yes
1903,Slaves still exist nowadays,yes
1904,"If you speak indirectly, you should expect people not to understand you",yes
1905,Can an ant colony survive without a queen?,no
1906,"If you walk into a classroom, no two people will be talking at the same time.",no
1907,At least one member of the President's Cabinet is a kangaroo.,no
1908,Customers have wants.,yes
1909,The band that plays at bars and concerts are almost always the ones that get paid first after their performance. ,yes
1910,Operator has ten letters.,no
1911,the word berkeley cannot start with the letter f,yes
1912,suturing is part of a technique to close a wound with stitches,yes
1913,Is an attorney necessary if you are asking for joint custody over a dog after a divorce?,no
1914,Did they have television in 1800?,no
1915,Some people have the assumption that a chicken egg is larger than an ostrich egg. Is this true?,no
1916,A mill is a mall.,no
1917,Never look down the barrel of a gun after loading it.,yes
1918,June is the same size as September,yes
1919,When opening birthday presents at least two other people need to cut the cake.,no
1920,if you are well you cannot die,no
1921,In the opening business operations do you always have to advertise?,no
1922,"Colony is a British documentary created by Carlton Cuse and Ryan J. Condal, starring Josh Holloway and Sarah Wayne Callies.",no
1923,Europe is a continent where the most populous nation has Berlin as its capital?,yes
1924,A cost is part of shopping,yes
1925,A certain type of lamp can now be turned on and off by clapping hands.,yes
1926,Richmond is a capital city.,yes
1927,Stores always have to report taxes,yes
1928,Can a clinically dead person later be revived?,yes
1929,"Based on the 1st amendment, American are given the right to bear arms if they need to support and protect themselves. ",no
1930,Most humans would find it easy to walk from Cambridge to New Delhi because it is a distance of approximately two miles.,no
1931,An interview is a process where you go to learn how to eat food,no
1932,At least two apple trees must live close to one another in order to produce fruit,no
1933,Fear is a five letter word.,no
1934,Is a raisin smaller than a peanut?,yes
1935,Using a cup will always keep water cold.,no
1936,Every person you meet has a super power,no
1937,The movie Remember the Titans is about a high school football team in West Virginia.,no
1938,Fall has more days than summer,no
1939,Tin cans are smaller than coffee cans.,yes
1940,Former G4 actor Adam Sessler said that he star in the film Click only if he could write the scene where he clicks a remote?,no
1941,Swagbucks is a popular survey website,yes
1942,No one has to try to drink alcohol.,yes
1943,Is a library a place that only contains books?,no
1944,Does everyone in the United States have the same address?,no
1945,Studying is almost never a bad idea.,yes
1946,"Although Ford only sold the car in black, there were always at least two different designs available for a Model T's exterior if you purchased a custom body elsewhere",yes
1947,Beef stock is made by cooking beef bones and seasoning in water. ,yes
1948,"In this order, the phrase 'misunderstandings between people' starts with the letter m, and ends with the letter e",yes
1949,Can you fly from South Dakota to Beijing China?,yes
1950,Illinois is a state that is south of Texas,no
1951,Are there exactly nine judges in the highest court of the United States?,yes
1952,A butler usually will offer some polite greeting to guests when they arrive. ,yes
1953,"When writers compose stories, they are done in this order: beginning, end, middle",no
1954,A razor is more thin than a staple.,yes
1955,Most parents do not have children.,no
1956,Lethal injection is the most severe punishment the United States has for criminals.,yes
1957,Great Britain is important because it is smarter than America.,no
1958,Every animal has stripes,no
1959,The state of Virginia has three capitals.,no
1960,Ministers are part of the executive council,yes
1961,You cannot use drugs in professional sports,yes
1962,Pennsylvania is a state that is located on the east coast and is part of the United States.,yes
1963,a bundle of hay is larger than a needle,yes
1964,A person that has been sad for a long time can never be happy again?,no
1965,Listening to instructions guarantees failure because it pays to ignore.,no
1966,mississippi is a word with five vowels.,no
1967,If you use a match to light a fire the fire should be lit before the match in case the match goes out.,no
1968,mr fox is voiced by bill murray in the wes anderson film,yes
1969,Richmond Virginia was never mentioned in the Silence of the Lambs.,no
1970,Fur comes from animals.,yes
1971,People count sheep when they are trying to go to sleep because mutton is known for its sleep-inducing effects.,no
1972,Lack of rain is the main reason for floods,no
1973,people living in Detroit can walk to canada,yes
1974,Once a couple has got divorce they cannot live together again,no
1975,Is it true that the teacher of a class is capable of teaching any other subject?,no
1976,Is a pride of Lions almost always a good place for Gazelle's to hang out?,no
1977,men and women never use the same restrooom,no
1978,California is capable of hosting the Jackson Hole.,no
1979,A saw is sharp.,yes
1980,Crops is a band from ukraine,no
1981,do most mails get sent immediately?,no
1982,is a prison ward part of health and services?,no
1983,Illinois is further north than Arizona,yes
1984,The tides are all controlled by the moon?,yes
1985,a customer is capable of being invisible,no
1986,Most people can have fun getting arrested.,no
1987,Women usually put on their foundation after moisturizer but before the blush.,yes
1988,Honey is a product of bees eating the leaves of flowers.,no
1989,If a person has patience they must be a doctor?,no
1990,Stone is always hard.,yes
1991,"The musical, Hamilton, Has been performing since January 20, 2015",yes
1992,"True or false, an item on Earth larger than 50 pounds cannot be propelled farther than twice its weight in length.",no
1993,"The NCAA Division II Men's Basketball Tournament, also known and branded as NCAA March Madness, is a single-elimination tournament played each spring in the United States.",no
1994,the truth is almost always the best remedy?,yes
1995,Rose is the past tense of raise,no
1996,A notice is often posted to the door.,yes
1997,Writer's block is a table upon which the author writes the outline plot.,no
1998,"These puzzle games were released ordered like this: Tetris, Columns, Puyo Puyo, Lumines?",yes
1999,Work can be defined as the force vector times the displacement vector?,yes
2000,a museum is always open,no
2001,Do some parts of sierra nevada have hot springs?,yes
2002,Organisms cannot fully decompose,no
2003,Hungry is not a country that is part of the European Union.,yes
2004,sometimes competing against an AI is a losing proposition ,yes
2005,None of the mail in a person's Yahoo inbox has a stamp on it,yes
2006,Most novels that are written never get published.,yes
2007,All airlines are required to always have a pilot and a co-pilot on the plane.,yes
